id,short_name,long_name,player_positions,overall,value_eur,age,dob,height_cm,weight_kg,club_name,club_position,club_jersey_number,club_joined,nationality,nation_position,nation_jersey_number,preferred_foot,player_traits,pace,shooting,passing,dribbling,defending,physic,pace_acceleration,pace_sprint_speed,shooting_finishing,shooting_shot_power,shooting_long_shots,shooting_positioning,shooting_penalties,passing_crossing,passing_short_passing,passing_curve,passing_fk_accuracy,passing_long_passing,passing_vision,dribbling_dribbling,dribbling_ball_control,dribbling_agility,dribbling_reactions,dribbling_balance,dribbling_composure,defending_heading_accuracy,defending_interceptions,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,physic_aggression,physic_jumping,physic_stamina,physic_strength,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
402,S. Berghuis,Steven Berghuis,RW,81,"  25,500,000 ",29,1991-12-19,182,75,Ajax,SUB,23,2021-07-19,Netherlands,RW,11,Left,"Early Crosser, Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,81,82,82,36,66,83,78,80,82,85,77,84,84,82,86,76,80,82,81,84,85,77,75,80,48,37,34,36,30,70,56,77,59,9,11,7,7,15,https://cdn.sofifa.com/players/200/260/22_120.png,https://cdn.sofifa.com/teams/245/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
403,G. Wijnaldum,Georginio Wijnaldum,"CM, CDM",84,"  40,500,000 ",30,1990-11-11,175,74,Paris Saint-Germain,RCM,18,2021-07-01,Netherlands,RCM,8,Right,"Solid Player, Flair",77,75,80,86,79,79,78,76,75,78,73,79,74,72,87,78,73,81,79,85,88,84,86,88,86,78,80,79,80,70,75,81,93,74,16,6,14,12,6,https://cdn.sofifa.com/players/181/291/22_120.png,https://cdn.sofifa.com/teams/73/60.png,https://cdn.sofifa.com/flags/fr.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
404,S. de Vrij,Stefan de Vrij,CB,85,"  45,000,000 ",29,1992-02-05,189,78,Inter,CB,6,2018-07-01,Netherlands,RCB,6,Right,Long Passer (AI),72,41,64,69,87,79,69,74,25,65,60,31,41,49,75,45,16,71,70,66,75,61,85,59,85,84,87,89,87,85,77,79,80,79,8,10,7,14,13,https://cdn.sofifa.com/players/198/176/22_120.png,https://cdn.sofifa.com/teams/44/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
405,D. Dumfries,Denzel Justus Morris Dumfries,RB,82,"  35,000,000 ",25,1996-04-18,188,80,Inter,SUB,2,2021-08-15,Netherlands,RB,22,Right,"Long Throw-in, Solid Player, Speed Dribbler (AI)",80,61,66,72,78,89,76,84,64,66,54,74,48,73,74,50,35,65,58,71,74,68,80,60,73,84,77,75,79,77,83,92,94,89,10,10,7,13,14,https://cdn.sofifa.com/players/233/096/22_120.png,https://cdn.sofifa.com/teams/44/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
406,C. Gakpo,Cody Mathès Gakpo,"LM, ST",79,"  28,000,000 ",22,1999-05-07,189,76,PSV,LAM,11,2016-07-07,Netherlands,LW,9,Right,"Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)",85,78,74,79,41,72,84,86,79,83,76,77,63,79,74,77,73,64,76,79,80,80,74,74,76,60,39,43,38,28,58,74,76,76,15,11,7,9,5,https://cdn.sofifa.com/players/242/516/22_120.png,https://cdn.sofifa.com/teams/247/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
407,D. Klaassen,Davy Klaassen,"CAM, CM",79,"  17,500,000 ",28,1993-02-21,179,70,Ajax,CAM,6,2020-10-05,Netherlands,LCM,14,Right,"Dives Into Tackles (AI), Outside Foot Shot",71,80,73,76,72,78,69,72,81,81,75,83,76,67,79,61,44,77,78,75,80,68,82,68,82,77,73,68,75,65,79,69,90,73,12,6,13,16,10,https://cdn.sofifa.com/players/203/483/22_120.png,https://cdn.sofifa.com/teams/245/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
408,V. van Dijk,Virgil van Dijk,CB,89,"  86,000,000 ",29,1991-07-08,193,92,Liverpool,LCB,4,2018-01-01,Netherlands,LCB,4,Right,"Leadership, Long Passer (AI), Power Header",78,60,71,71,91,84,66,88,52,81,64,47,62,53,79,60,70,86,65,70,76,61,87,53,90,87,90,92,92,86,83,90,69,92,13,10,13,11,11,https://cdn.sofifa.com/players/203/376/22_120.png,https://cdn.sofifa.com/teams/9/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
409,D. Blind,Daley Blind,"CB, CDM, LB",82,"  21,000,000 ",31,1990-03-09,180,72,Ajax,LB,17,2018-07-17,Netherlands,LB,17,Left,"Long Passer (AI), Outside Foot Shot, Team Player",45,64,82,79,83,72,48,43,60,74,64,66,54,80,84,84,62,85,83,77,84,72,83,72,84,76,87,83,84,80,67,76,76,72,12,9,10,14,10,https://cdn.sofifa.com/players/190/815/22_120.png,https://cdn.sofifa.com/teams/245/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
410,J. Bijlow,Justin Bijlow,GK,77,"  20,000,000 ",23,1998-01-22,188,76,Feyenoord,GK,1,2015-07-01,Netherlands,GK,1,Right,"Injury Prone, Comes For Crosses",83,77,71,83,46,65,58,55,10,58,10,10,16,10,33,10,10,44,58,11,21,56,75,32,54,11,10,16,12,14,22,67,30,70,80,75,77,73,78,https://cdn.sofifa.com/players/232/229/22_120.png,https://cdn.sofifa.com/teams/246/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
411,F. de Jong,Frenkie de Jong,"CM, CDM, CB",87,"  119,500,000 ",24,1997-05-12,180,74,FC Barcelona,RCM,21,2019-07-01,Netherlands,CDM,21,Right,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",81,69,85,88,77,78,80,82,72,68,66,77,45,78,91,84,64,87,86,88,89,88,88,79,90,72,82,76,76,77,75,76,90,74,7,13,10,10,9,https://cdn.sofifa.com/players/228/702/22_120.png,https://cdn.sofifa.com/teams/241/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/105035/60.png,https://cdn.sofifa.com/flags/nl.png
412,M. Rojas,Marco Rojas,"LM, CAM, RM",69,"  1,400,000 ",29,1991-11-05,168,64,Melbourne Victory,LM,23,2020-01-22,New Zealand,SUB,11,Right,"Flair, Technical Dribbler (AI)",89,64,63,72,45,47,88,89,64,68,63,61,57,60,64,72,64,62,64,70,70,86,62,88,68,31,45,49,47,45,49,59,68,34,8,8,7,9,12,https://cdn.sofifa.com/players/193/092/22_120.png,https://cdn.sofifa.com/teams/111397/60.png,https://cdn.sofifa.com/flags/au.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
413,M. Boxall,Michael Joseph Boxall,CB,69,"  900,000 ",32,1988-08-18,188,91,Minnesota United FC,SUB,15,2017-07-12,New Zealand,SUB,5,Right,"Flair, Playmaker (AI), Technical Dribbler (AI)",56,42,58,57,67,80,43,66,35,61,33,59,42,58,64,56,43,57,52,56,60,47,66,50,60,65,67,66,69,66,69,78,67,91,13,9,14,7,8,https://cdn.sofifa.com/players/202/170/22_120.png,https://cdn.sofifa.com/teams/111138/60.png,https://cdn.sofifa.com/flags/us.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
414,B. Tuiloma,Bill Tuiloma,"CB, CDM, RB",68,"  1,600,000 ",26,1995-03-27,183,79,Portland Timbers,RCB,25,2017-07-27,New Zealand,SUB,6,Right,Long Throw-in,54,45,62,59,68,75,58,51,39,64,39,51,37,55,70,37,32,68,62,58,60,53,65,62,63,62,68,70,68,68,65,71,73,81,6,12,16,8,14,https://cdn.sofifa.com/players/220/886/22_120.png,https://cdn.sofifa.com/teams/111140/60.png,https://cdn.sofifa.com/flags/us.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
415,S. Marinović,Stefan Marinović,GK,68,  -   ,29,1991-10-07,191,95,PSV,SUB,19,2014-07-27,New Zealand,SUB,1,Right,GK Long Throw,79,64,77,76,75,79,45,51,17,44,13,16,22,11,34,14,19,35,26,15,15,44,70,44,45,26,25,29,18,18,16,59,45,77,71,65,58,63,71,https://cdn.sofifa.com/players/231/056/22_120.png,,,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
416,O. Sail,Oliver Sail,GK,67,"  1,100,000 ",25,1996-01-13,194,80,Wellington Phoenix,GK,20,2015-05-24,New Zealand,SUB,15,Right,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,53,61,64,79,81,49,49,18,41,11,11,21,16,27,18,12,31,33,20,27,48,68,49,39,11,19,12,13,13,30,69,45,66,67,64,54,64,69,https://cdn.sofifa.com/players/225/993/22_120.png,https://cdn.sofifa.com/teams/111766/60.png,https://cdn.sofifa.com/flags/nz.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
417,C. Lewis,Clayton Rhys Lewis,"CM, CAM, CDM",64,"  875,000 ",24,1997-02-12,173,72,Wellington Phoenix,LDM,23,2020-10-28,New Zealand,SUB,8,Left,"Finesse Shot, Long Shot Taker (AI)",71,59,67,67,56,68,75,67,56,63,63,58,58,67,66,69,70,67,68,65,65,77,62,80,63,52,58,56,55,58,64,69,70,68,15,12,11,6,13,https://cdn.sofifa.com/players/231/063/22_120.png,https://cdn.sofifa.com/teams/111766/60.png,https://cdn.sofifa.com/flags/nz.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
418,C. McCowatt,Callum William McCowatt,"LW, LM, ST",64,  -   ,22,1999-04-30,180,73,Hellas Verona,LM,8,2017-07-14,New Zealand,SUB,12,Right,Solid Player,75,63,61,63,53,70,76,75,64,65,63,63,57,59,61,63,58,61,62,63,64,62,61,61,63,58,53,50,56,44,72,64,75,67,7,10,5,10,13,https://cdn.sofifa.com/players/243/666/22_120.png,,,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
419,T. Smith,Thomas Jefferson Smith,CB,63,"  325,000 ",31,1990-03-31,188,82,Colchester United,LCB,5,2020-08-25,New Zealand,SUB,20,Left,"Leadership, Power Header",48,37,50,51,62,75,53,44,32,45,38,48,34,49,55,23,32,53,50,50,52,51,56,52,59,62,62,62,63,62,69,64,73,80,11,16,9,15,10,https://cdn.sofifa.com/players/186/352/22_120.png,https://cdn.sofifa.com/teams/1935/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
420,J. McGarry,James Robert McGarry,"LB, LM",62,"  750,000 ",23,1998-04-09,180,75,Wellington Phoenix,SUB,5,2020-10-28,New Zealand,SUB,13,Left,"Speed Dribbler (AI), Outside Foot Shot",82,55,57,66,52,71,85,80,54,62,53,58,50,59,60,55,57,53,55,66,63,75,54,74,53,50,51,50,53,55,59,66,79,72,5,13,6,9,9,https://cdn.sofifa.com/players/231/131/22_120.png,https://cdn.sofifa.com/teams/111766/60.png,https://cdn.sofifa.com/flags/nz.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
421,M. Stamenic,Marko Seufatu Nikola Stamenic,"CM, CDM, CAM",62,  -   ,19,2002-02-19,188,78,Club Brugge KV,LCB,44,2019-07-03,New Zealand,SUB,17,Right,"Flair, Technical Dribbler (AI)",68,51,62,68,52,65,67,69,50,55,50,53,50,53,66,60,51,63,65,67,73,66,50,65,71,53,52,50,53,52,73,53,64,63,13,10,8,10,10,https://cdn.sofifa.com/players/259/680/22_120.png,,,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
422,S. Roux,Storm Roux,RB,61,  -   ,28,1993-01-13,181,71,RC Strasbourg Alsace,RCB,24,2018-07-01,New Zealand,SUB,21,Right,"Injury Prone, Team Player",74,47,50,61,54,72,76,73,54,42,38,57,44,55,50,49,39,48,51,61,57,75,54,59,54,60,55,48,57,59,58,87,75,74,10,14,13,10,11,https://cdn.sofifa.com/players/213/094/22_120.png,,,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
423,A. Rufer,Alex Arthur Rufer,"CM, CDM",61,"  425,000 ",25,1996-06-12,184,75,Wellington Phoenix,SUB,14,2013-08-01,New Zealand,SUB,19,Right,"Leadership, Long Passer (AI)",66,54,61,60,53,73,65,66,52,66,51,56,56,56,63,55,52,65,65,57,60,70,56,67,57,50,52,50,57,55,74,56,74,73,13,10,10,15,11,https://cdn.sofifa.com/players/219/392/22_120.png,https://cdn.sofifa.com/teams/111766/60.png,https://cdn.sofifa.com/flags/nz.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
424,C. Wood,Christopher Grant Wood,ST,79,"  17,500,000 ",29,1991-12-07,191,92,Burnley,RS,9,2017-08-21,New Zealand,ST,9,Right,Power Header,64,79,60,70,40,81,60,68,81,81,72,80,81,46,68,69,64,48,64,69,77,55,77,59,77,87,40,39,30,29,77,79,76,86,14,16,16,7,16,https://cdn.sofifa.com/players/192/123/22_120.png,https://cdn.sofifa.com/teams/1796/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
425,K. Barbarouses,Kosta Barbarouses,"ST, RW",69,"  1,200,000 ",31,1990-02-19,171,68,Sydney FC,RAM,11,2019-07-24,New Zealand,RW,16,Right,"Speed Dribbler (AI), Outside Foot Shot",85,69,62,73,32,71,84,85,71,69,67,73,57,62,67,66,42,46,71,71,69,93,70,72,68,51,38,28,29,22,56,63,92,67,8,11,12,13,9,https://cdn.sofifa.com/players/182/091/22_120.png,https://cdn.sofifa.com/teams/111400/60.png,https://cdn.sofifa.com/flags/au.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
426,R. Thomas,Ryan Jared Thomas,"CM, CAM, CDM",74,"  5,000,000 ",26,1994-12-20,174,64,PSV,SUB,30,2018-08-14,New Zealand,RCM,14,Right,Technical Dribbler (AI),72,66,73,78,61,68,75,70,65,70,63,69,63,66,77,62,63,76,75,78,79,76,74,75,72,42,74,62,58,59,73,79,78,60,10,12,6,8,9,https://cdn.sofifa.com/players/220/763/22_120.png,https://cdn.sofifa.com/teams/247/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
427,W. Reid,Winston Wiremu Reid,CB,72,"  1,500,000 ",32,1988-07-03,190,87,West Ham United,SUB,2,2010-08-01,New Zealand,RCB,2,Right,"Injury Prone, Team Player",40,51,45,40,73,68,38,41,46,69,53,42,55,28,55,33,38,50,44,34,43,49,71,39,55,77,73,70,74,74,78,71,34,81,13,15,9,10,12,https://cdn.sofifa.com/players/176/285/22_120.png,https://cdn.sofifa.com/teams/19/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
428,T. Payne,Timothy Payne,"CB, RB",66,"  850,000 ",27,1994-01-10,179,73,Wellington Phoenix,LCB,6,2019-07-24,New Zealand,RB,18,Right,"Finesse Shot, Flair, Technical Dribbler (AI)",69,56,59,57,62,79,63,73,53,66,56,56,49,64,58,64,51,59,56,54,61,56,59,57,57,68,58,61,63,63,84,72,71,82,13,9,7,9,12,https://cdn.sofifa.com/players/209/361/22_120.png,https://cdn.sofifa.com/teams/111766/60.png,https://cdn.sofifa.com/flags/nz.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
429,E. Just,Elijah Henry Just,"LW, RW",64,  -   ,21,2000-05-01,174,69,Brentford,LS,17,2020-08-12,New Zealand,LW,22,Left,Technical Dribbler (AI),76,60,61,66,30,52,77,75,60,63,61,60,55,62,62,65,56,57,62,65,64,74,61,81,64,43,19,31,31,30,44,53,59,51,13,9,10,15,12,https://cdn.sofifa.com/players/254/136/22_120.png,,,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
430,S. Singh,Sarpreet Singh,"CAM, CM, RM",66,"  1,900,000 ",22,1999-02-20,175,65,SSV Jahn Regensburg,LAM,15,2019-07-01,New Zealand,LCM,10,Left,"Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",75,63,68,67,48,57,80,70,62,66,65,58,64,67,67,70,64,65,72,65,67,71,62,81,64,44,51,51,47,41,63,53,64,51,14,6,12,8,8,https://cdn.sofifa.com/players/232/669/22_120.png,https://cdn.sofifa.com/teams/543/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
431,N. Pijnaker,Nando Zen Pijnaker,CB,64,  -   ,22,1999-02-25,192,88,Melbourne City FC,ST,9,2019-09-03,New Zealand,LCB,4,Left,"Solid Player, Leadership, Speed Dribbler (AI), Outside Foot Shot, Team Player, Chip Shot (AI)",61,39,52,56,63,74,61,61,35,55,35,42,41,42,59,35,36,59,54,51,60,64,64,65,57,62,63,65,62,61,62,65,71,82,11,12,13,12,13,https://cdn.sofifa.com/players/254/143/22_120.png,,,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
432,L. Cacace,Liberato Gianpaolo Cacace,"LWB, LB, LM",72,"  4,900,000 ",20,2000-09-27,184,81,Sint-Truidense VV,SUB,13,2020-08-28,New Zealand,LB,3,Left,"Long Throw-in, Speed Dribbler (AI)",82,62,65,69,66,77,80,83,61,67,62,71,61,62,67,65,62,64,65,70,68,65,65,76,72,56,72,65,67,65,69,77,85,77,12,11,10,9,12,https://cdn.sofifa.com/players/242/429/22_120.png,https://cdn.sofifa.com/teams/680/60.png,https://cdn.sofifa.com/flags/be.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
433,M. Woud,Michael Cornelis Woud,GK,65,  -   ,22,1999-01-16,196,85,Bayer 04 Leverkusen,SUB,8,2020-07-01,New Zealand,GK,23,Left,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",52,28,53,56,77,83,41,35,10,45,10,10,10,14,18,13,12,15,36,11,13,48,65,32,38,14,13,10,13,13,25,60,34,57,71,56,60,61,68,https://cdn.sofifa.com/players/235/860/22_120.png,,,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
434,J. Bell,Joe Zen Robert Bell,"CM, CDM",68,"  2,400,000 ",22,1999-04-27,182,77,Viking FK,CM,8,2020-01-10,New Zealand,CDM,7,Right,Playmaker (AI),67,59,68,68,60,75,68,66,56,64,63,65,48,66,70,66,63,68,70,66,70,66,68,72,71,50,64,63,60,54,71,54,82,76,8,10,5,8,6,https://cdn.sofifa.com/players/254/142/22_120.png,https://cdn.sofifa.com/teams/300/60.png,https://cdn.sofifa.com/flags/no.png,https://cdn.sofifa.com/teams/111473/60.png,https://cdn.sofifa.com/flags/nz.png
435,F. Midtsjø,Fredrik Midtsjø,"CM, CDM",78,"  15,000,000 ",27,1993-08-11,176,70,AZ Alkmaar,RCM,6,2017-08-26,Norway,SUB,18,Right,Solid Player,76,63,77,76,71,79,75,76,58,74,66,66,51,73,83,66,55,80,76,75,78,74,80,83,78,58,78,73,70,64,77,65,90,76,8,12,11,13,13,https://cdn.sofifa.com/players/198/658/22_120.png,https://cdn.sofifa.com/teams/1906/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
436,J. King,Joshua Christian Kojo King,"ST, LM",75,"  5,500,000 ",29,1992-01-15,184,82,Watford,SUB,7,2021-07-09,Norway,SUB,7,Right,"Flair, Speed Dribbler (AI)",79,76,68,76,38,70,77,81,75,77,75,75,81,65,72,70,53,62,71,77,76,74,72,73,77,68,34,33,39,27,73,72,57,76,12,9,11,12,7,https://cdn.sofifa.com/players/185/422/22_120.png,https://cdn.sofifa.com/teams/1795/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
437,A. Hansen,André Hansen,GK,74,"  2,200,000 ",31,1989-12-17,189,87,Rosenborg BK,GK,1,2015-01-01,Norway,SUB,12,Right,"Leadership, GK Long Throw, Team Player",81,51,70,73,70,79,35,37,12,53,13,16,17,13,39,10,19,41,66,21,24,57,68,43,64,13,23,27,15,14,32,58,36,77,76,68,70,75,78,https://cdn.sofifa.com/players/190/459/22_120.png,https://cdn.sofifa.com/teams/298/60.png,https://cdn.sofifa.com/flags/no.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
438,P. Berg,Patrick Berg,"CM, CDM",73,"  6,500,000 ",23,1997-11-24,180,76,FK Bodø/Glimt,CM,7,2014-03-05,Norway,SUB,8,Right,"Leadership, Playmaker (AI), Outside Foot Shot",77,61,72,72,63,77,76,77,59,67,63,67,58,64,77,66,63,74,74,70,73,72,72,78,74,45,69,61,66,62,63,58,92,76,14,11,16,10,8,https://cdn.sofifa.com/players/222/227/22_120.png,https://cdn.sofifa.com/teams/918/60.png,https://cdn.sofifa.com/flags/no.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
439,M. Thorsby,Morten Thorsby,"CM, CDM",73,"  4,400,000 ",25,1996-05-05,189,79,U.C. Sampdoria,RCM,18,2019-07-01,Norway,SUB,2,Right,Dives Into Tackles (AI),68,62,68,71,73,80,69,67,62,65,60,73,49,62,73,56,48,72,69,70,73,65,75,68,73,84,72,71,75,66,81,82,91,74,13,14,10,7,13,https://cdn.sofifa.com/players/222/475/22_120.png,https://cdn.sofifa.com/teams/1837/60.png,https://cdn.sofifa.com/flags/it.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
440,F. Bjørkan,Fredrik André Bjørkan,LB,72,"  3,500,000 ",22,1998-08-21,177,74,FK Bodø/Glimt,LB,5,2016-04-01,Norway,SUB,17,Left,"Leadership, Speed Dribbler (AI), Outside Foot Shot, Team Player",83,49,61,67,67,72,83,83,53,45,47,61,42,64,66,56,32,59,57,68,64,70,67,74,67,56,68,68,68,66,63,71,90,67,9,13,10,12,9,https://cdn.sofifa.com/players/233/800/22_120.png,https://cdn.sofifa.com/teams/918/60.png,https://cdn.sofifa.com/flags/no.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
441,K. Thorstvedt,Kristian Thorstvedt,"CAM, CM",72,"  4,800,000 ",22,1999-03-13,189,84,KRC Genk,SUB,42,2020-01-03,Norway,SUB,19,Left,"Dives Into Tackles (AI), Finesse Shot, Long Passer (AI)",65,71,69,71,65,79,62,67,70,78,75,70,52,58,76,70,57,72,69,74,74,65,68,42,71,70,67,62,67,57,73,70,74,85,13,8,10,6,12,https://cdn.sofifa.com/players/242/725/22_120.png,https://cdn.sofifa.com/teams/673/60.png,https://cdn.sofifa.com/flags/be.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
442,O. Nyland,Ørjan Håskjold Nyland,GK,71,"  1,200,000 ",30,1990-09-10,192,90,AFC Bournemouth,SUB,1,2021-08-17,Norway,SUB,13,Right,"GK Long Throw, Comes For Crosses",84,64,71,76,72,76,47,48,11,57,13,13,25,12,35,13,14,46,28,21,23,45,64,53,41,13,21,17,11,12,26,71,33,71,70,70,76,71,72,https://cdn.sofifa.com/players/185/427/22_120.png,https://cdn.sofifa.com/teams/1943/60.png,https://cdn.sofifa.com/flags/gb-eng.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
443,A. Hanche-Olsen,Andreas Hanche-Olsen,CB,71,"  2,600,000 ",24,1997-01-17,185,82,KAA Gent,RCB,21,2020-10-05,Norway,SUB,21,Right,Team Player,67,35,53,58,70,78,65,69,33,40,32,48,38,52,64,42,29,54,45,54,60,59,69,71,67,67,70,72,70,65,74,81,71,83,10,13,15,6,12,https://cdn.sofifa.com/players/228/518/22_120.png,https://cdn.sofifa.com/teams/674/60.png,https://cdn.sofifa.com/flags/be.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
444,M. Pedersen,Marcus Holmgren Pedersen,RB,67,"  2,400,000 ",21,2000-06-16,183,76,Feyenoord,RB,2,2021-07-01,Norway,SUB,22,Right,Speed Dribbler (AI),89,48,56,66,58,65,88,89,48,51,42,57,53,66,56,57,44,44,58,65,63,78,57,71,54,38,62,58,63,58,43,65,83,64,10,7,9,15,11,https://cdn.sofifa.com/players/243/481/22_120.png,https://cdn.sofifa.com/teams/246/60.png,https://cdn.sofifa.com/flags/nl.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
445,J. Hauge,Jens Petter Hauge,LM,76,"  15,000,000 ",21,1999-10-12,184,80,Eintracht Frankfurt,RM,23,2013-07-01,Norway,SUB,15,Right,"Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",88,68,67,78,42,66,89,88,69,68,68,71,65,69,68,66,54,63,70,78,78,81,70,76,74,49,39,43,43,37,45,55,83,67,9,7,14,9,8,https://cdn.sofifa.com/players/233/848/22_120.png,https://cdn.sofifa.com/teams/1824/60.png,https://cdn.sofifa.com/flags/de.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
446,R. Gabrielsen,Lunan Ruben Gabrielsen,CB,69,"  1,300,000 ",29,1992-03-10,187,86,F.C. København,SUB,4,2020-10-24,Norway,SUB,27,Right,"Power Header, Team Player",68,48,46,52,68,84,66,70,43,66,43,43,48,47,50,49,42,41,40,49,49,69,60,60,53,74,69,62,69,70,74,89,80,89,11,8,16,9,8,https://cdn.sofifa.com/players/190/491/22_120.png,https://cdn.sofifa.com/teams/819/60.png,https://cdn.sofifa.com/flags/dk.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
447,A. Sørloth,Alexander Sørloth,ST,76,"  10,000,000 ",25,1995-12-05,194,90,Real Sociedad,SUB,23,2021-07-01,Norway,RS,9,Left,"Flair, Speed Dribbler (AI), Outside Foot Shot",80,74,66,70,36,83,72,87,75,80,68,78,70,66,67,74,60,59,69,70,75,55,74,56,79,77,36,39,23,21,74,65,83,88,15,12,8,15,8,https://cdn.sofifa.com/players/216/549/22_120.png,https://cdn.sofifa.com/teams/457/60.png,https://cdn.sofifa.com/flags/es.png,https://cdn.sofifa.com/teams/1352/60.png,https://cdn.sofifa.com/flags/no.png
